source, source.label, source.sort
"FF:202","PRT - ADM-LIR - Rapport d'Activité de l'Autorité pour les Conditions de Travail",2423
"FX:3297","PRT - ADM - Labour legislation",2424
"FX:1564","PRT - ADM - Fichiers des relations du travail",2425
"FX:8278","PRT - ADM - Records of main union confederations and independent unions",2426
"GA:200","PRT - CPS - Indice des prix à la consommation",2427
"JA:3413","PRT - SNA - National Accounts",2428
"XA:7962","PRT - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2429
"XA:6566","PRT - ILO - ILO Social Security Inquiry Database",2430
"XA:2096","PRT - ILO - ILO Estimates and Projections",2431
"XX:8114","PRT - OS - World Development Indicators",2432
"XX:8003","PRT - OS - OECD estimates",2433
"BX:534","PRY - HS - Encuesta Permanente de Hogares",2434
"BX:14043","PRY - HS - Encuesta Permanente de Hogares Continua",2435
"BA:7524","PRY - LFS - Encuesta Continua de Empleo (Urbano)",2436
"BX:1566","PRY - HS - Encuesta Integrada de Hogares",2437
"AA:1565","PRY - PC - Censos de población",2438
"FX:543","PRY - ADM - Base de Datos del Departamento de Inscripción Obrero Patronal",2439
"FX:541","PRY - ADM - Registros Administrativos del Departamento de Inspección y Vigilancia",2440
"FX:1568","PRY - ADM - Otros registros administrativos y fuentes relacionadas",2441
"GA:2440","PRY - CPS - Indice de precios del consumo",2442
"XA:8002","PRY - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2443
"XA:6434","PRY - ILO - ILO Social Security Inquiry Database",2444
"XA:2098","PRY - ILO - ILO Estimates and Projections",2445
"XA:3160","PRY - ILO - ILO SIALC Estimates",2446
"XX:8179","PRY - OS - World Development Indicators",2447
"XX:13978","PRY - OS - UNICEF and ILO calculations",2448
"BA:592","PSE - LFS - Palestinian labour force survey",2449
"BX:6383","PSE - HS - School to work transition survey",2450
"EA:591","PSE - OE - Estimates based on the final results of Population, Housing and Establishment Census 2007",2451
"FX:7389","PSE - ADM - Labour legislation",2452
"FX:786","PSE - ADM - Records of the Labour Relations Department",2453
"GA:2283","PSE - CPS - Consumer Price Index",2454
"XA:2100","PSE - ILO - ILO Estimates and Projections",2455
"XX:14009","PSE - OS - UNICEF and ILO calculations",2456
"AA:1569","PYF - PC - Recensement de la population",2457
"FA:1572","PYF - ADM-IR - Sécurité sociale, Administration fiscale et Représentation de la France",2458
"FX:7134","PYF - ADM - Administrative records and related sources",2459
"GA:2433","PYF - CPS - Indice des prix de détail à la consommation",2460
"XA:2102","PYF - ILO - ILO Estimates and Projections",2461
"BA:696","QAT - LFS - Labor force sample survey",2462
"AA:699","QAT - PC - Qatar Population and Housing Census",2463
"CA:12907","QAT - EC - Establishment Census - Ministry of Development Planning and Statistics",2464
"EB:7793","QAT - Other - WHO, Health system profile Qatar",2465
"FF:698","QAT - ADM-LIR - Qatar Statistics Authority",2466
"GA:697","QAT - CPS - Consumer Price Index",2467
"XA:7998","QAT - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2468
"XA:6570","QAT - ILO - ILO Social Security Inquiry Database",2469
"XA:2104","QAT - ILO - ILO Estimates and Projections",2470
"XX:8083","QAT - OS - World Development Indicators",2471
"BA:1576","REU - LFS - Enquête emploi",2472
"AA:94","REU - PC - Recensement de la population dans les territoires d'outre-mer",2473
"EA:1578","REU - OE - Estimations officielles",2474
"FA:1580","REU - ADM-IR - Fichiers des assurances",2475
"FA:1579","REU - ADM-IR - Fichiers des assurances (Lésions professionnelles)",2476
"FB:95","REU - ADM-EOR - Registres du Pôle emploi",2477
"GA:2441","REU - CPS - Indice des prix à la consommation des ménages urbains de condition moyenne",2478
"BA:2235","ROU - LFS - EU Labour Force Survey",2479
"BE:5883","ROU - LFS-ADJ - EU Labour Force Survey adjusted series",2480
"BA:436","ROU - LFS - Household Labour Force Survey",2481
"BB:439","ROU - HIES - EU Statistics on Income and Living Conditions",2482
"BX:13404","ROU - HS - European Health and Social Integration Survey",2483
"AA:1581","ROU - PC - Recensements de population",2484
"DA:435","ROU - ES - Enquête sur le Coût de la Main-d'oeuvre",2485
"DA:5908","ROU - ES - Monthly statistical survey on earnings",2486
"DA:12948","ROU - ES - Ancheta privind structura castigurilor salariale",2487
"EB:7777","ROU - Other - ASISP, Annual National Reports: Pensions, Health and Long-term Care",2488
"FF:440","ROU - ADM-LIR - Formulaire pour enregistrer les accidents du travail",2489
"FF:441","ROU - ADM-LIR - Rapport d'activité de l'Inspection du Travail",2490
"FI:824","ROU - ADM-RWO - Administrative Records of Trade Unions",2491
"FX:442","ROU - ADM - Fichiers du Ministère du Travail, de la Famille, et de la Protection Sociale",2492
"FX:3293","ROU - ADM - Labour legislation",2493
"FX:1584","ROU - ADM - Fichiers des relations du travail",2494
"EA:14087","ROU - OE - Estimations officielles de la migration",2495
"EA:14084","ROU - OE - Estimations officielles de la population résidente",2496
"FX:5861","ROU - ADM - Registre Général des Salariés",2497
"GA:437","ROU - CPS - Consumer Price Index",2498
"XA:7996","ROU - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2499
"XA:6572","ROU - ILO - ILO Social Security Inquiry Database",2500
"XA:2108","ROU - ILO - ILO Estimates and Projections",2501
"XX:8181","ROU - OS - World Development Indicators",2502
"XX:8279","ROU - OS - Estimations based on number and type of collective agreements in force",2503
"BA:120","RUS - LFS - Labour force survey",2504
"BB:12957","RUS - HIES - Household Budget Survey",2505
"BX:6385","RUS - HS - School to work transition survey",2506
"AA:1585","RUS - PC - Population Census",2507
"DA:122","RUS - ES - Establishments sample survey on employees' wages by occupation",2508
"EA:8349","RUS - OE - Combination of different sources",2509
"EA:121","RUS - OE - Official estimates",2510
"FI:13420","RUS - ADM-RWO - Records of workers' organizations (FITUR)",2511
"FX:3316","RUS - ADM - Labour legislation",2512
"FX:1588","RUS - ADM - Labour relations records",2513
"GA:123","RUS - CPS - Consumer Price Index",2514
"XA:7990","RUS - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2515
"XA:6481","RUS - ILO - ILO Social Security Inquiry Database",2516
"XA:7994","RUS - ILO - ILO, Xenia Scheil-Adlung, Formal coverage in social health protection",2517
"XA:2110","RUS - ILO - ILO Estimates and Projections",2518
"EB:14106","RUS - Other - Statistical migration records, Ministry of Internal Affairs",2519
"XX:8116","RUS - OS - World Development Indicators",2520
"XX:8298","RUS - OS - Estimations based on administrative data",2521
"BA:1590","RWA - LFS - Enquête sur la population active",2522
"BB:763","RWA - HIES - Enquête Intégrale sur les Conditions de Vie de Ménages",2523
"BC:2222","RWA - CLS - National Child Labour Survey",2524
"AA:1589","RWA - PC - Recensements de population",2525
"EA:1591","RWA - OE - Estimations officielles",2526
"EA:764","RWA - OE - Official estimates for the Statistical Yearbook",2527
"FF:1593","RWA - ADM-LIR - Fichiers d'inspection du travail",2528
"FF:1594","RWA - ADM-LIR - Fichiers d'inspection du travail (Grèves et lock-out)",2529
"FX:7386","RWA - ADM - Labour legislation",2530
"FX:1595","RWA - ADM - Autres fichiers administratifs et sources connexes",2531
"GA:2444","RWA - CPS - Consumer Price Index",2532
"XA:7989","RWA - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2533
"XA:6574","RWA - ILO - ILO Social Security Inquiry Database",2534
"XA:2112","RWA - ILO - ILO Estimates and Projections",2535
"XX:8183","RWA - OS - World Development Indicators",2536
"XX:14033","RWA - OS - UNICEF and ILO calculations",2537
"BA:627","SAU - LFS - Labour force survey",2538
"AA:1596","SAU - PC - Population Census",2539
"DA:3115","SAU - ES - Annual Economic Survey of Establishments",2540
"FX:12926","SAU - ADM - Administrative Records from the MEP Statistical YearBook",2541
"FX:7387","SAU - ADM - Labour legislation",2542
"GA:2534","SAU - CPS - Consumer Price Index",2543
"GA:2445","SAU - CPS - Consumer Price Index - Middle income group",2544
"XA:7983","SAU - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2545
"XA:8054","SAU - ILO - ILO Social Health Protection Database",2546
"XA:6436","SAU - ILO - ILO Social Security Inquiry Database",2547
"XA:2114","SAU - ILO - ILO Estimates and Projections",2548
"XX:8068","SAU - OS - World Development Indicators",2549
"BA:1603","SDN - LFS - Household Survey",2550
"AA:2211","SDN - PC - Population and Housing Census",2551
"CA:1604","SDN - EC - Survey of Employment, Wages and Hours of work",2552
"EA:1605","SDN - OE - Official Estimates",2553
"EB:7731","SDN - Other - Sudan statistical yearbook",2554
"FB:1606","SDN - ADM-EOR - Employment office records",2555
"FX:3289","SDN - ADM - Labour legislation",2556
"GA:13384","SDN - CPS - Consumer Price Index",2557
"GA:8312","SDN - CPS - Consumer Price Index - Low income group",2558
"GA:2448","SDN - CPS - Consumer Price Index - High income group",2559
"XA:7979","SDN - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2560
"XA:6483","SDN - ILO - ILO Social Security Inquiry Database",2561
"XA:2116","SDN - ILO - ILO Estimates and Projections",2562
"XX:8185","SDN - OS - World Development Indicators",2563
"XX:14010","SDN - OS - UNICEF and ILO calculations",2564
"BA:13368","SEN - LFS - Enquête Nationale sur l'Emploi",2565
"BC:2220","SEN - CLS - Child Labour Survey",2566
"BX:3514","SEN - HS - Enquête Sénégalaise Auprès des Ménages",2567
"BX:1608","SEN - HS - Enquête de Suivi de la Pauvreté au Sénégal",2568
"AA:1607","SEN - PC - Recensements de population",2569
"EA:1610","SEN - OE - Estimations officielles",2570
"EA:13417","SEN - OE - Estimates based on various sources",2571
"FF:1613","SEN - ADM-LIR - Fichiers d'inspection du travail",2572
"FX:3264","SEN - ADM - Labour legislation",2573
"FX:1614","SEN - ADM - Fichiers des relations du travail",2574
"GA:2456","SEN - CPS - Indice des prix à la consommation",2575
"GA:12895","SEN - CPS - Consumer Price Index - Main city",2576
"GA:212","SEN - CPS - Indice des prix à la consommation - Européens",2577
"XA:7976","SEN - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2578
"XA:6578","SEN - ILO - ILO Social Security Inquiry Database",2579
"XA:2118","SEN - ILO - ILO Estimates and Projections",2580
"XX:8118","SEN - OS - World Development Indicators",2581
"XX:8044","SEN - OS - Cellule d'Appui au Financement de la Santé et au Partenariat (CAFSP)",2582
"XX:13979","SEN - OS - UNICEF and ILO calculations",2583
"BA:5873","SGP - LFS - Labour Force Survey",2584
"AA:1615","SGP - PC - Population Census",2585
"DA:1617","SGP - ES - Survey of Occupational Wages",2586
"FA:5921","SGP - ADM-IR - Records of the Central Provident Fund",2587
"FB:6667","SGP - ADM-EOR - Administrative records of the Ministry of Manpower",2588
"FF:1621","SGP - ADM-LIR - Administrative records and related sources",2589
"FX:210","SGP - ADM - Administrative data",2590
"FX:1622","SGP - ADM - Administrative records and related sources",2591
"GA:208","SGP - CPS - Consumer Price Index",2592
"XA:6396","SGP - ILO - ILO Social Security Inquiry Database",2593
"XA:2120","SGP - ILO - ILO Estimates and Projections",2594
"XX:8299","SGP - OS - Estimations based on administrative data",2595
"AA:1623","SHN - PC - Population Census",2596
"EA:8350","SHN - OE - Official estimate",2597
"FB:1624","SHN - ADM-EOR - Employment office records",2598
"FX:1625","SHN - ADM - Other administrative records and related sources",2599
"FX:1626","SHN - ADM - Tax returns and administrative records",2600
"GA:2451","SHN - CPS - Retail Price Index",2601
"BB:14050","SLB - HIES - Household Income and Expenditure Survey",2602
"AA:1627","SLB - PC - Population census",2603
"CA:1628","SLB - EC - Employment Survey",2604
"FX:3247","SLB - ADM - Labour legislation",2605
"GA:2446","SLB - CPS - Retail Price Index",2606
"XA:6485","SLB - ILO - ILO Social Security Inquiry Database",2607
"XA:2122","SLB - ILO - ILO Estimates and Projections",2608
"XX:14012","SLB - OS - UNICEF and ILO calculations",2609
"BA:1629","SLE - LFS - Labour force survey",2610
"BX:7729","SLE - HS - Demographic and Health Survey",2611
"EA:347","SLE - OE - Projections based on the Population and Housing Census 2004",2612
"BX:14072","SLE - HS - School to work transition survey",2613
"FX:3285","SLE - ADM - Labour legislation",2614
"FX:793","SLE - ADM - Records of workers' organizations and registrars from ministries and inspectorates",2615
"GA:346","SLE - CPS - Consumer Price Index",2616
"GA:2454","SLE - CPS - Consumer Price Index - Main city",2617
"XA:7974","SLE - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2618
"XA:6582","SLE - ILO - ILO Social Security Inquiry Database",2619
"XA:2124","SLE - ILO - ILO Estimates and Projections",2620
"XX:8187","SLE - OS - World Development Indicators",2621
"XX:13964","SLE - OS - UNICEF and ILO calculations",2622
"BA:1635","SLV - LFS - Encuesta de la fuerza de trabajo",2623
"BX:461","SLV - HS - Encuesta de Hogares de Propósitos Múltiples",2624
"BX:6373","SLV - HS - Encuesta sobre la transición a la escuela al trabajo",2625
"AA:1634","SLV - PC - Censos de población",2626
"CA:160","SLV - EC - Registros del Ministerio de Trabajo y Previsión Social",2627
"DA:1636","SLV - ES - Encuesta mensual de Empleo, Horas y Salarios",2628
"EA:13419","SLV - OE - Estimates based on various sources",2629
"FA:159","SLV - ADM-IR - Registros del Departamento de Actuariado y Estadística del Instituto Salvadoreño del Seguro Social",2630
"GA:2459","SLV - CPS - Indice de precios al consumidor",2631
"XA:7977","SLV - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2632
"XA:6438","SLV - ILO - ILO Social Security Inquiry Database",2633
"XA:2126","SLV - ILO - ILO Estimates and Projections",2634
"XA:3142","SLV - ILO - ILO SIALC Estimates",2635
"XX:8085","SLV - OS - World Development Indicators",2636
"XX:14014","SLV - OS - UNICEF and ILO calculations",2637
"AA:1639","SMR - PC - Population census",2638
"EA:5918","SMR - OE - Estimates of the Office of economic planning, data processing and statistics",2639
"EB:1642","SMR - Other - Special data collection",2640
"FF:1641","SMR - ADM-LIR - Labour inspectorate records",2641
"GA:2455","SMR - CPS - Indice des prix à la consommation",2642
"XA:7973","SMR - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2643
"XA:6584","SMR - ILO - ILO Social Security Inquiry Database",2644
"GA:2301","SOM - CPS - Consumer Price Index",2645
"XA:7970","SOM - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2646
"XA:8056","SOM - ILO - ILO Social Health Protection Database",2647
"XA:6487","SOM - ILO - ILO Social Security Inquiry Database",2648
"XA:2128","SOM - ILO - ILO Estimates and Projections",2649
"XX:8189","SOM - OS - World Development Indicators",2650
"GA:2286","SPM - CPS - Indice des prix à la consommation",2651
"BA:467","SRB - LFS - Labour force survey",2652
"BB:6644","SRB - HIES - Survey on income and living conditions",2653
"BB:7400","SRB - HIES - Living Standards Measurement Survey",2654
"BX:14075","SRB - HS - School to work transition survey",2655
"DA:3105","SRB - ES - Monthly Statistical Survey on Employees and their Salaries and Wages",2656
"EB:7790","SRB - Other - ASISP, Annual National Reports: Pensions, Health and Long-term Care",2657
"FI:827","SRB - ADM-RWO - Administrative Records of Trade Unions",2658
"FX:3282","SRB - ADM - Labour legislation",2659
"GA:2274","SRB - CPS - Consumer Price Index",2660
"XA:7969","SRB - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2661
"XA:6415","SRB - ILO - ILO Social Security Inquiry Database",2662
"XA:2130","SRB - ILO - ILO Estimates and Projections",2663
"XX:8120","SRB - OS - World Development Indicators",2664
"XX:8280","SRB - OS - Estimations based on administrative data",2665
"XX:13981","SRB - OS - UNICEF and ILO calculations",2666
"AA:2210","SSD - PC - Population and Housing Census",2667
"GA:13381","SSD - CPS - Consumer Price Index",2668
"XA:8371","SSD - ILO - ILO Estimates and Projections",2669
"BX:7717","STP - HS - Inquérito Demográfico e Sanitário",2670
"AA:1649","STP - PC - Censos de población",2671
"EA:1650","STP - OE - Estimaciones oficiales",2672
"GA:2299","STP - CPS - Indice de precios al consumidor",2673
"XA:7968","STP - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2674
"XA:6489","STP - ILO - ILO Social Security Inquiry Database",2675
"XA:2132","STP - ILO - ILO Estimates and Projections",2676
"XX:8191","STP - OS - World Development Indicators",2677
"XX:14016","STP - OS - UNICEF and ILO calculations",2678
"BA:6647","SUR - LFS - Continuous Household Sample Survey",2679
"BA:1652","SUR - LFS - Labour force survey",2680
"BB:12902","SUR - HIES - Household Income and Expenditure Survey",2681
"AA:1651","SUR - PC - Population Census",2682
"DA:8354","SUR - ES - Labour-related establishment survey",2683
"EA:1653","SUR - OE - Official Estimates",2684
"EB:1656","SUR - Other - Special data collection",2685
"FF:1655","SUR - ADM-LIR - Labour inspectorate records",2686
"GA:2457","SUR - CPS - Consumer Price Index",2687
"XA:7966","SUR - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2688
"XA:6590","SUR - ILO - ILO Social Security Inquiry Database",2689
"XA:2134","SUR - ILO - ILO Estimates and Projections",2690
"XX:8061","SUR - OS - World Development Indicators",2691
"XX:13957","SUR - OS - UNICEF and ILO calculations",2692
"BA:2254","SVK - LFS - EU Labour Force Survey",2693
"BE:5885","SVK - LFS-ADJ - EU Labour Force Survey adjusted series",2694
"BA:398","SVK - LFS - Labour force survey",2695
"BB:560","SVK - HIES - EU Statistics on Income and Living Conditions",2696
"BX:13393","SVK - HS - European Health and Social Integration Survey",2697
"AA:402","SVK - PC - Labour costs",2698
"CA:1657","SVK - EC - Labour-related establishment census",2699
"DA:399","SVK - ES - Annual Structure of Earnings Survey",2700
"DA:401","SVK - ES - Labour-related establishment survey",2701
"DA:3103","SVK - ES - Monthly Structure of Earnings Survey",2702
"DA:5912","SVK - ES - Quarterly Survey on Labour",2703
"FF:400","SVK - ADM-LIR - Administrative data from the National Labour Inspectorate",2704
"FX:3281","SVK - ADM - Labour legislation",2705
"FX:14094","SVK - ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",2706
"EA:14085","SVK - OE - Population Database of the Statistical Office of the Slovak Republic",2707
"FX:1660","SVK - ADM - Labour relations records",2708
"FX:662","SVK - ADM - Trade Union Membership",2709
"GA:2453","SVK - CPS - Consumer Price Index",2710
"JA:403","SVK - SNA - National Accounts",2711
"XA:7965","SVK - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2712
"XA:6440","SVK - ILO - ILO Social Security Inquiry Database",2713
"XA:2136","SVK - ILO - ILO Estimates and Projections",2714
"XX:8193","SVK - OS - World Development Indicators",2715
"XX:8042","SVK - OS - OECD estimates",2716
"BA:2243","SVN - LFS - EU Labour Force Survey",2717
"BE:5878","SVN - LFS-ADJ - EU Labour Force Survey adjusted series",2718
"BA:446","SVN - LFS - Labour Force Survey",2719
"BB:445","SVN - HIES - EU Statistics on Income and Living Conditions",2720
"BX:13406","SVN - HS - European Health and Social Integration Survey",2721
"AA:1661","SVN - PC - Population Census",2722
"CA:1662","SVN - EC - Monthly reporting on earnings and persons in paid employment in enterprises, companies and organisations",2723
"DA:5911","SVN - ES - Monthly Report on Earnings and Persons in Paid Employment",2724
"DA:12947","SVN - ES - Raziskovanje o strukturi plae",2725
"DA:448","SVN - ES - Labour Cost Survey",2726
"FF:452","SVN - ADM-LIR - Labour inspectorate records",2727
"FX:8352","SVN - ADM - Administrative records and related sources",2728
"FX:451","SVN - ADM - Compensated Injuries at Work Database Institute of Public Health of Republic of Slovenia",2729
"FX:3279","SVN - ADM - Labour legislation",2730
"FJ:14091","SVN - ADM-PR - Central Population Register",2731
"EA:14088","SVN - OE - Socioeconomic Characteristics of Population and Migrants",2732
"FX:443","SVN - ADM - Structure of earnings records",2733
"GA:449","SVN - CPS - Consumer Price Index",2734
"XA:7961","SVN - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2735
"XA:6592","SVN - ILO - ILO Social Security Inquiry Database",2736
"XA:2138","SVN - ILO - ILO Estimates and Projections",2737
"XX:8122","SVN - OS - World Development Indicators",2738
"XX:8041","SVN - OS - OECD estimates",2739
"BA:2519","SWE - LFS - EU Labour Force Survey",2740
"BE:5892","SWE - LFS-ADJ - EU Labour Force Survey adjusted series",2741
"BA:762","SWE - LFS - Labour force survey",2742
"BB:3063","SWE - HIES - EU Statistics on Income and Living Conditions",2743
"BX:13388","SWE - HS - European Health and Social Integration Survey",2744
"AA:1664","SWE - PC - Population Census",2745
"DA:3098","SWE - ES - Short-term statistics, wages and salaries, private sector",2746
"DA:8360","SWE - ES - Labour-related establishment survey",2747
"DA:13353","SWE - ES - Labour Cost Survey",2748
"DA:3477","SWE - ES - Salary Structure Statistics",2749
"DA:1665","SWE - ES - Survey of Wages and Employment in mining, quarrying and manufacturing",2750
"EB:1670","SWE - Other - Special data collection",2751
"FX:760","SWE - ADM - Informationssystemet om arbetsskador (Swedish injury database)",2752
"FX:2533","SWE - ADM - Records of the National Mediation Office",2753
"GA:2449","SWE - CPS - Consumer Price Index",2754
"JA:3397","SWE - SNA - National Accounts",2755
"XA:7956","SWE - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2756
"XA:6491","SWE - ILO - ILO Social Security Inquiry Database",2757
"XA:2140","SWE - ILO - ILO Estimates and Projections",2758
"XX:8195","SWE - OS - World Development Indicators",2759
"XX:8040","SWE - OS - OECD estimates",2760
"BA:1672","SWZ - LFS - Labour force survey",2761
"BB:7016","SWZ - HIES - Household income and expenditure survey",2762
"BX:7721","SWZ - HS - Demographic and Health Survey",2763
"AA:1671","SWZ - PC - Population census",2764
"CA:1674","SWZ - EC - Economic or establishment census",2765
"FF:1675","SWZ - ADM-LIR - Labour inspectorate records",2766
"FX:3276","SWZ - ADM - Labour legislation",2767
"FX:1676","SWZ - ADM - Labour relations records",2768
"GA:12896","SWZ - CPS - Consumer Price Index - Low income",2769
"GA:2461","SWZ - CPS - Retail Price Index 'B'",2770
"XA:7992","SWZ - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2771
"XA:6594","SWZ - ILO - ILO Social Security Inquiry Database",2772
"XA:2142","SWZ - ILO - ILO Estimates and Projections",2773
"XX:8087","SWZ - OS - World Development Indicators",2774
"XX:14018","SWZ - OS - UNICEF and ILO calculations",2775
"BA:2524","SYC - LFS - Labour force survey",2776
"AA:1677","SYC - PC - Population census",2777
"FA:5920","SYC - ADM-IR - Records of the Treasury Department and Seychelles Revenue Commission",2778
"FB:2547","SYC - ADM-EOR - Ministry of Labour and Human Resources Development (Labour Monitoring and Compliance Section)",2779
"FF:1681","SYC - ADM-LIR - Labour inspectorate records",2780
"GA:2447","SYC - CPS - Retail Price Index",2781
"XA:7954","SYC - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2782
"XA:8055","SYC - ILO - ILO Social Health Protection Database",2783
"XA:6404","SYC - ILO - ILO Social Security Inquiry Database",2784
"BA:745","SYR - LFS - Labour force survey",2785
"BB:7022","SYR - HIES - Household income and expenditure survey",2786
"BX:7033","SYR - HS - Household or labour force survey",2787
"AA:1682","SYR - PC - Population Census",2788
"DA:1683","SYR - ES - Labour-related establishment survey",2789
"EA:7742","SYR - OE - Ministry of health",2790
"EA:1684","SYR - OE - Official Estimates",2791
"FF:1685","SYR - ADM-LIR - Labour inspectorate records",2792
"FX:3275","SYR - ADM - Labour legislation",2793
"GA:2460","SYR - CPS - Retail Price Index",2794
"GA:12897","SYR - CPS - Consumer Price Index - Main city",2795
"XA:7947","SYR - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2796
"XA:6596","SYR - ILO - ILO Social Security Inquiry Database",2797
"XA:2144","SYR - ILO - ILO Estimates and Projections",2798
"XX:8197","SYR - OS - World Development Indicators",2799
"BA:1687","TCA - LFS - Labour force survey",2800
"AA:1686","TCA - PC - Population census",2801
"AA:1689","TCD - PC - Recensements de population",2802
"DA:1690","TCD - ES - Déclaration de la main-d'oeuvre",2803
"EA:1691","TCD - OE - Estimations officielles",2804
"FB:1692","TCD - ADM-EOR - Annuaire des statistiques du marché du travail",2805
"FX:3273","TCD - ADM - Labour legislation",2806
"FX:1693","TCD - ADM - Autres fichiers administratifs et sources connexes",2807
"GA:2463","TCD - CPS - Indice des prix à la consommation",2808
"XA:7944","TCD - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2809
"XA:6598","TCD - ILO - ILO Social Security Inquiry Database",2810
"XA:2146","TCD - ILO - ILO Estimates and Projections",2811
"XX:8124","TCD - OS - World Development Indicators",2812
"XX:13983","TCD - OS - UNICEF and ILO calculations",2813
"BA:1694","TGO - LFS - Enquête sur la population active",2814
"BB:686","TGO - HIES - Questionnaire des Indicateurs de Base du Bien-être",2815
"BC:2216","TGO - CLS - Enquête National sur le Travail des Enfants",2816
"BX:6388","TGO - HS - Enquête sur la transition de l'école vers la vie active",2817
"AA:685","TGO - PC - Recensement général de la population et de l'habitat",2818
"EA:1695","TGO - OE - Estimations officielles",2819
"FA:1696","TGO - ADM-IR - Fichiers des assurances",2820
"FA:1697","TGO - ADM-IR - Fichiers des assurances (autre)",2821
"FF:689","TGO - ADM-LIR - Rapports d'activité des inspections",2822
"FX:688","TGO - ADM - Rapports de la Direction Générale du Travail et des Lois Sociales",2823
"FX:1699","TGO - ADM - Fichiers des assurances (Autre)",2824
"FX:3272","TGO - ADM - Labour legislation",2825
"GA:2464","TGO - CPS - Indice des prix à la consommation",2826
"XA:7940","TGO - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2827
"XA:6442","TGO - ILO - ILO Social Security Inquiry Database",2828
"XA:7943","TGO - ILO - ILO, Global Extension of Social Security country profile",2829
"XA:2148","TGO - ILO - ILO Estimates and Projections",2830
"XX:8199","TGO - OS - World Development Indicators",2831
"XX:14020","TGO - OS - UNICEF and ILO calculations",2832
"BA:741","THA - LFS - Labour force survey",2833
"BA:6649","THA - LFS - Labour Force Survey and Migration Survey",2834
"BX:7398","THA - HS - Household Socio-Economic Survey",2835
"AA:1700","THA - PC - Population Census",2836
"EA:6657","THA - OE - Thai people living overseas estimation by the Department of Consular Affairs, Ministry of Foreign Af",2837
"EB:7772","THA - Other - Moving Toward Universal Health Coverage Thailand (2007)",2838
"EB:1704","THA - Other - Special data collection",2839
"FA:751","THA - ADM-IR - Insurance records of the Workmen's Compensation Fund",2840
"FB:6664","THA - ADM-EOR - Administrative records of the Department of Employment, Ministry of Labour",2841
"FB:6668","THA - ADM-EOR - Administrative records of the Office of Overseas Employment Administration, Department of Employment",2842
"FX:3271","THA - ADM - Labour legislation",2843
"GA:2465","THA - CPS - Consumer Price Index",2844
"GA:12898","THA - CPS - Consumer Price Index - Main city",2845
"XA:7959","THA - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2846
"XA:6600","THA - ILO - ILO Social Security Inquiry Database",2847
"XA:2150","THA - ILO - ILO Estimates and Projections",2848
"XX:8070","THA - OS - World Development Indicators",2849
"BA:498","TJK - LFS - Labour force survey",2850
"BB:2229","TJK - HIES - Living Standard Survey",2851
"CA:1705","TJK - EC - Labour reports",2852
"EA:1706","TJK - OE - Official Estimates",2853
"EB:7754","TJK - Other - Asian Development Bank, Updating and Improving the Social Protection Index for Committed Poverty Red",2854
"FB:1707","TJK - ADM-EOR - Registered unemployment records",2855
"FX:1708","TJK - ADM - Administrative records and related sources",2856
"FX:12978","TJK - ADM - Administrative records of registration of birth and death, Civil Registry Office of the Ministry of Justice",2857
"FX:12981","TJK - ADM - Administrative records of ticket arrival and departure, Ministry of Internal Affairs",2858
"FX:3269","TJK - ADM - Labour legislation",2859
"GA:2466","TJK - CPS - Consumer price index",2860
"XA:7934","TJK - ILO - ILO calculations based on WHO National Health Accounts and Global Health Observatory",2861
"XA:6495","TJK - ILO - ILO Social Security Inquiry Database",2862
"XA:2152","TJK - ILO - ILO Estimates and Projections",2863
"XX:8201","TJK - OS - World Development Indicators",2864
"EA:7393","TKL - OE - Population Count",2865
"CA:1709","TKM - EC - Economic or establishment census",2866
"EA:1710","TKM - OE - Official Estimates",2867
"FB:105","TKM - ADM-EOR - Records of Employment Office",2868
